Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2013,8,Wisconsin,Food,Clostridium perfringens,,Suspected,Caterer,27,0,27,0,27,,,,,,
2013,9,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,3,5,0,5,,,,,,
2013,9,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2013,9,Wisconsin,Indeterminate/unknown,Salmonella enterica,Typhimurium,Confirmed,Long-term care/nursing home/assisted living facility,5,1,5,1,5,,,,,,
2013,9,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.2,Confirmed,School/college/university,22,1,22,0,22,,,,,,
2013,9,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2013,9,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,7,0,7,1,7,,,,,,
2013,10,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,
2013,10,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,8,1,8,0,8,,,,,,
2013,10,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,37,1,37,0,37,,,,,,
2013,10,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup I,GI.3,Suspected;Confirmed,Long-term care/nursing home/assisted living facility,50,0,0,0,50,,,,,,
2013,10,Wisconsin,Food,Cryptosporidium unknown;Cryptosporidium parvum,IIaA17G2R1,Confirmed;Confirmed,Private home/residence,11,3,11,0,11,,,,,,
2013,10,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.7,Confirmed,Long-term care/nursing home/assisted living facility,50,0,50,0,50,,,,,,
2013,10,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.7,Suspected,Restaurant,23,0,23,0,23,,,,,,
2013,10,Wisconsin,Water,Cryptosporidium hominis;Cryptosporidium unknown,IfA12G1,Confirmed;Confirmed,Resort,2,0,1,0,2,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2013,10,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,
2013,10,Wisconsin,Water,Chlorine Gas,,Suspected,Resort,24,0,24,0,24,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2013,11,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2013,11,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,0,0,0,0,,,,,,
2013,11,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,
2013,11,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,45,1,45,0,45,,,,,,
2013,11,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2013,11,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.14,Suspected,School/college/university,114,0,114,0,114,,,,,,
2013,11,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,14,2,14,0,14,,,,,,
2013,11,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2013,11,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2013,11,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2013,11,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,26,0,0,0,26,,,,,,
2013,11,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,53,0,0,0,53,,,,,,
2013,11,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,31,2,31,0,31,,,,,,
2013,11,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,21,0,0,0,0,,,,,,
2013,11,Wisconsin,Food,Clostridium perfringens,,Confirmed,Restaurant: Sit-down dining,12,0,12,0,12,chicken,,Chicken,,,
2013,11,Wisconsin,Food,Salmonella enterica,Ohio,Suspected,Grocery store/bakery/deli/convenience store,2,1,2,0,2,,,,,,
2013,11,Wisconsin,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,2,0,2,0,2,,,,,,
2013,11,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.3,Confirmed,Event space,31,0,31,0,31,,,,,,
2013,11,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Suspected,Other,11,0,11,0,11,,,,,,
2013,11,Wisconsin,Person-to-person,,,,Other,14,0,0,0,14,,,,,,
2013,11,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2013,11,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,38,3,38,0,38,,,,,,
2013,11,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,15,1,15,0,15,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,
2013,12,Wisconsin,Indeterminate/unknown,,,,Other,6,0,6,0,6,,,,,,
2013,12,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,17,1,17,0,17,,,,,,
2013,12,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,16,1,16,0,16,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,17,1,17,0,17,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,54,1,54,0,0,,,,,,
2013,12,Wisconsin,Person-to-person,,,,School/college/university,55,0,55,0,55,,,,,,
2013,12,Wisconsin,Person-to-person,,,,School/college/university,114,0,114,0,114,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,27,1,27,1,27,,,,,,
2013,12,Wisconsin,Person-to-person,,,,School/college/university,47,0,47,0,47,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.2,Confirmed,Long-term care/nursing home/assisted living facility,3,0,3,0,3,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,38,3,38,0,38,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Suspected,Long-term care/nursing home/assisted living facility,20,0,20,0,20,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,43,0,43,0,43,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,1,6,0,6,,,,,,
2013,12,Wisconsin,Indeterminate/unknown,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,School/college/university,3,0,3,0,3,,,,,,
2013,12,Wisconsin,Food,,,,Restaurant: Sit-down dining,3,1,3,0,3,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,
2013,12,Wisconsin,Person-to-person,Sapovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,10,1,10,0,10,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Child daycare/preschool,37,0,0,0,37,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,unknown; GII.4 Sydney,Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,26,0,26,1,26,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,32,0,0,0,32,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,39,3,39,0,39,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.14,Suspected,Long-term care/nursing home/assisted living facility,51,0,51,0,51,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,14,1,14,0,14,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,47,4,47,0,47,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,13,0,0,0,0,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,19,0,18,0,18,,,,,,
2013,12,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,22,0,22,0,22,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,32,2,32,0,32,,,,,,
2013,12,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,16,3,16,0,16,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,38,0,38,0,38,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,90,1,90,0,90,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.6,Confirmed,Long-term care/nursing home/assisted living facility,25,0,25,0,25,,,,,,
2013,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,
2013,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,61,1,61,0,61,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2014,1,Wisconsin,Person-to-person,,,,Hospital,21,2,21,0,21,,,,,,
2014,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,
2014,1,Wisconsin,Indeterminate/unknown,Norovirus unknown;Norovirus Genogroup II,GII.4 Sydney,Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,24,0,24,2,24,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup I,GI.3,Suspected;Suspected,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup I;Norovirus Genogroup II,GI.3;unknown,Confirmed;Suspected,Long-term care/nursing home/assisted living facility,66,0,66,0,0,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Suspected,Long-term care/nursing home/assisted living facility,44,0,0,0,0,,,,,,
2014,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,
2014,1,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.2,Suspected,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2014,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,14,0,0,0,0,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,28,0,0,0,28,,,,,,
2014,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,0,0,0,5,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,School/college/university,7,0,7,0,7,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,48,1,48,0,48,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,35,1,35,0,35,,,,,,
2014,1,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup I;Norovirus Genogroup II,GI.3;unknown,Confirmed;Suspected,Long-term care/nursing home/assisted living facility,63,1,63,1,63,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,19,0,0,0,0,,,,,,
2014,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,0,9,1,9,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,unknown,Confirmed;Suspected,Long-term care/nursing home/assisted living facility,59,2,59,0,59,,,,,,
2014,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,29,0,29,0,29,,,,,,
2014,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,27,1,27,1,27,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup I,GI.3,Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,106,0,106,0,106,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.14,Suspected,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,21,1,21,0,21,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,16,0,0,0,0,,,,,,
2014,1,Wisconsin,Indeterminate/unknown,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,17,0,0,0,0,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,21,2,21,0,21,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.3,Suspected,Long-term care/nursing home/assisted living facility,5,1,5,0,5,,,,,,
2014,1,Wisconsin,Person-to-person,Sapovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,16,1,16,0,16,,,,,,
2014,1,Wisconsin,Person-to-person,,,,School/college/university,24,0,0,0,24,,,,,,
2014,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,29,2,29,0,29,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,GII.4 Sydney,Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,58,1,58,0,58,,,,,,
2014,1,Wisconsin,Food,Norovirus Genogroup I,GI.3,Confirmed,Restaurant: Fast-food (drive up service or pay at counter),34,0,34,0,34,,,,,,
2014,1,Wisconsin,Food,Norovirus Genogroup II,GII.3,Confirmed,Restaurant: Sit-down dining,8,0,8,0,8,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,21,0,0,0,21,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.7,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,
2014,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,
2014,1,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,31,0,0,0,0,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.6,Confirmed,Long-term care/nursing home/assisted living facility,27,0,0,0,0,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.14,Confirmed,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,
2014,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,
2014,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,22,0,22,0,22,,,,,,
2014,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,111,0,111,1,111,,,,,,
2014,2,Wisconsin,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,Child daycare/preschool,4,1,4,0,4,,,,,,
2014,2,Wisconsin,Food,Shigella sonnei,,Confirmed,Restaurant: Sit-down dining,6,0,6,0,6,,,,,,
2014,2,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,unknown,Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,23,4,23,0,23,,,,,,
2014,2,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,
2014,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,24,0,0,0,24,,,,,,
2014,2,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.6,Confirmed,Long-term care/nursing home/assisted living facility,22,0,22,0,22,,,,,,
2014,2,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,4,0,4,0,4,,,,,,
2014,2,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2014,2,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,4,0,4,0,4,,,,,,
2014,2,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2014,2,Wisconsin,Person-to-person,Sapovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,21,1,21,0,21,,,,,,
2014,2,Wisconsin,Indeterminate/unknown,Norovirus Genogroup I,GI.3,Suspected,Long-term care/nursing home/assisted living facility,61,0,61,1,61,,,,,,
